Date,Total,Influneza A,Influneza B,Male,Female,Temperature,Minimum Temperature,Maximum Temperature,Relative humidity,Wind speed,Rainfall,Sunshine duration,Vapour pressure
2015/1/1,313,310,3,147,166,3.8,0.6,9.0,47,4.6,0.0,0.2,3.8
2015/1/2,311,307,4,156,155,3.2,-0.8,7.7,46,2.2,,6,3.5
2015/1/3,298,294,4,134,164,4.5,0.3,8.5,45,2.3,,9.6,3.7
2015/1/4,302,299,3,144,158,5.0,1.0,9.5,56,1.7,,6.7,4.9
2015/1/5,713,710,3,352,361,7.8,2.7,13.3,57,2.6,,9.3,5.9
2015/1/6,548,542,6,274,274,11.7,6.5,16.6,68,6.5,16.5,1.5,9.6
2015/1/7,525,522,3,269,256,5.9,3.6,9.6,41,5.0,,4.1,3.8
2015/1/8,472,465,7,251,221,6.5,2.7,11.7,35,3.7,,9.6,3.3
2015/1/9,478,473,5,244,234,6.7,3.3,11.6,35,3.2,,9.3,3.4
2015/1/10,375,369,6,177,198,6.5,2.3,11.7,38,2.5,,9.7,3.5
2015/1/11,248,247,1,126,122,6.8,1.3,11.8,49,3.7,,9,4.8
2015/1/12,155,153,2,75,80,6.1,3.1,10.4,37,4.9,,9.6,3.4
2015/1/13,642,634,8,346,296,6.6,2.9,11.1,41,3.1,,9.8,4.0
2015/1/14,410,407,3,189,221,7.0,2.7,10.0,56,1.9,,6.3,5.7
2015/1/15,342,338,4,151,191,5.9,4.0,8.6,76,4.7,32.0,0,6.9
2015/1/16,446,442,4,228,218,8.4,4.4,11.7,63,2.3,0.0,6.7,6.8
2015/1/17,377,369,8,186,191,6.6,2.7,11.4,55,4.9,,6.1,5.4
2015/1/18,166,160,6,83,83,5.1,0.8,10.1,38,3.0,,9.8,3.4
2015/1/19,589,577,12,322,267,5.9,1.0,10.5,50,2.9,,8.8,4.8
2015/1/20,363,360,3,202,161,6.7,3.2,12.0,46,3.7,,9.1,4.4
2015/1/21,316,312,4,155,161,3.0,1.7,5.2,73,4.9,3.5,0,5.5
2015/1/22,312,308,4,168,144,4.9,3.8,5.5,92,4.2,13.5,0,8.0
2015/1/23,378,375,3,184,194,7.5,4.6,13.6,64,4.8,6.5,7,6.5
2015/1/24,324,319,5,172,152,5.8,3.5,8.4,46,3.1,,0.8,4.3
2015/1/25,198,196,2,96,102,7.2,2.2,11.6,62,2.4,0.0,7.6,6.4
2015/1/26,529,518,11,272,257,10.0,6.5,13.8,72,3.1,0.0,5.5,8.8
2015/1/27,337,332,5,180,157,10.0,6.7,15.3,75,4.1,15.5,7.8,9.1
2015/1/28,270,265,5,107,163,5.4,2.0,8.2,41,5.8,0.0,3,3.7
2015/1/29,225,222,3,114,111,4.4,1.4,8.0,44,3.4,,6.4,3.7
2015/1/30,203,199,4,99,104,2.5,0.8,6.0,91,4.8,19.0,0,6.6
2015/1/31,181,176,5,94,87,5.8,2.6,11.1,55,5.4,,9.6,4.8
2015/2/1,86,85,1,39,47,4.9,1.7,9.0,30,5.8,,10.2,2.6
2015/2/2,344,334,10,185,159,5.3,2.3,9.8,35,5.4,,10,3.0
2015/2/3,178,168,10,97,81,5.4,2.8,9.0,44,3.8,,9.5,3.9
2015/2/4,178,168,10,91,87,5.8,3.6,8.7,53,2.8,,7.2,4.9
2015/2/5,114,111,3,59,55,2.9,1.4,5.8,89,4.0,6.0,0,6.7
2015/2/6,181,172,9,90,91,5.7,1.0,11.4,64,2.9,0.0,9.9,5.6
2015/2/7,134,126,8,74,60,5.8,3.1,9.0,62,2.4,0.5,1.3,5.8
2015/2/8,73,71,2,34,39,4.9,2.4,7.0,88,2.6,8.0,0.7,7.6
2015/2/9,216,202,14,101,115,2.6,1.2,4.7,56,4.0,0.0,3.1,4.2
2015/2/10,176,161,15,74,102,4.3,-0.7,8.8,50,3.0,,9.7,4.2
2015/2/11,46,45,1,25,21,6.4,1.4,11.6,53,2.8,,10.2,5.1
2015/2/12,136,124,12,70,66,8.3,3.6,13.9,51,3.1,,9.3,5.5
2015/2/13,94,88,6,30,64,5.3,1.9,10.3,52,3.8,0.0,4.3,4.6
2015/2/14,83,78,5,44,39,5.2,0.5,10.4,33,2.9,,10.5,2.9
2015/2/15,66,56,10,28,38,6.2,1.8,11.7,42,4.5,,10.2,4.0
2015/2/16,135,117,18,71,64,6.9,2.4,11.4,40,2.8,,10.5,4.0
2015/2/17,70,64,6,37,33,4.7,3.1,6.4,78,3.9,1.0,0,6.6
2015/2/18,60,51,9,35,25,3.6,2.9,4.4,92,4.8,5.0,0,7.3
2015/2/19,53,46,7,29,24,6.7,2.2,13.5,71,3.0,0.0,9,6.6
2015/2/20,64,52,12,31,33,6.7,3.5,10.4,69,3.1,0.0,7.2,6.7
2015/2/21,54,47,7,26,28,6.6,3.0,10.3,65,2.5,,9.8,6.2
2015/2/22,36,31,5,16,20,7.9,4.7,14.2,84,2.4,6.5,0,9.2
2015/2/23,85,68,17,46,39,14.3,8.2,20.7,80,4.8,11.5,6.5,12.9
2015/2/24,61,46,15,30,31,10.8,9.2,14.1,70,2.4,,1.8,9.1
2015/2/25,62,49,13,31,31,9.5,8.2,12.2,61,3.3,0.0,2.9,7.2
2015/2/26,32,22,10,21,11,7.1,6.0,8.7,84,3.9,14.5,0,8.4
2015/2/27,55,45,10,30,25,8.6,5.2,14.2,57,4.1,0.0,4.4,6.2
2015/2/28,46,40,6,25,21,7.9,4.5,12.1,38,4.2,,9.1,4.0
2015/3/1,27,23,4,14,13,7.1,5.8,9.2,83,3.8,37.5,0.1,8.4
2015/3/2,59,48,11,26,33,9.7,6.6,14.1,41,4.3,0.0,9,4.8
2015/3/3,43,28,15,23,20,6.3,4.5,8.7,62,3.4,0.5,0.1,5.9
2015/3/4,57,39,18,30,27,10.0,3.4,17.8,70,4.5,18.0,6.2,8.1
2015/3/5,46,36,10,26,20,9.6,6.3,13.8,37,4.1,,8.1,4.4
2015/3/6,40,26,14,22,18,7.8,5.5,12.0,57,2.9,1.5,3.1,6.0
2015/3/7,26,14,12,12,14,6.1,4.0,7.9,83,5.0,4.0,0,7.8
2015/3/8,21,13,8,11,10,8.5,5.9,10.8,82,6.1,0.5,0,9.1
2015/3/9,65,32,33,37,28,9.3,8.4,10.6,88,5.0,18.0,0,10.3
2015/3/10,41,21,20,20,21,8.3,3.2,14.6,63,3.2,1.5,3.4,7.1
2015/3/11,43,18,25,29,14,5.9,2.1,10.7,45,6.6,,11.4,4.2
2015/3/12,15,9,6,9,6,8.5,4.1,13.4,39,6.0,,11.3,4.3
2015/3/13,53,17,36,24,29,9.7,4.1,14.4,36,4.6,,10.9,4.3
2015/3/14,30,13,17,12,18,9.4,7.1,12.8,49,3.2,0.0,3.5,5.6
2015/3/15,19,8,11,9,10,9.4,6.2,13.2,65,2.3,0.0,4.5,7.7
2015/3/16,62,35,27,29,33,10.6,7.9,13.6,79,2.2,18.5,0.7,10.1
2015/3/17,50,23,27,29,21,14.1,9.9,20.7,80,3.1,1.0,10.8,12.6
2015/3/18,35,9,26,20,15,15.0,11.6,20.9,78,2.6,0.0,4.9,13.1
2015/3/19,42,12,30,26,16,13.7,10.8,20.4,89,3.8,9.5,0.5,13.9
2015/3/20,41,15,26,22,19,11.8,10.0,15.4,81,2.9,,1.3,11.1
2015/3/21,14,2,12,6,8,10.3,9.1,13.0,67,2.7,1.0,1.5,8.4
2015/3/22,16,4,12,9,7,13.0,7.4,18.6,63,3.4,0.0,9.4,9.4
2015/3/23,36,8,28,20,16,11.3,6.1,16.1,43,3.7,0.0,7.3,5.4
2015/3/24,29,7,22,16,13,8.3,3.9,14.5,35,3.6,0.0,7.6,3.6
2015/3/25,23,4,19,11,12,8.7,4.7,14.0,34,4.3,,9.5,3.8
2015/3/26,18,2,16,11,7,9.6,5.2,13.8,40,3.9,,11.7,4.8
2015/3/27,32,9,23,21,11,12.4,6.3,18.4,48,3.0,,11.8,6.8
2015/3/28,17,4,13,9,8,14.2,9.6,20.4,51,3.2,,8.2,8.1
2015/3/29,11,3,8,4,7,14.6,11.8,19.7,70,3.9,1.5,4.9,11.6
2015/3/30,38,7,31,19,19,15.7,11.2,21.8,60,3.3,,11.5,10.3
2015/3/31,26,5,21,13,13,16.3,11.2,21.2,64,5.4,,11.7,11.7
2015/4/1,40,7,33,22,18,14.9,9.1,20.2,79,3.7,3.5,0.2,13.5
2015/4/2,8,2,6,4,4,11.8,7.7,16.6,67,4.1,,10.6,9.0
2015/4/3,18,5,13,10,8,16.9,12.8,20.1,84,6.4,0.0,0,16.5
2015/4/4,18,5,13,5,13,13.8,10.3,19.8,70,3.1,0.0,0,11.4
2015/4/5,11,4,7,3,8,10.4,9.6,11.2,91,1.7,4.5,0,11.5
2015/4/6,31,8,23,18,13,15.4,11.0,21.1,83,2.0,,5.1,14.4
2015/4/7,14,4,10,6,8,10.4,7.4,13.8,91,2.9,4.5,0,11.5
2015/4/8,10,1,9,5,5,4.6,2.8,7.6,89,3.9,16.0,0,7.6
2015/4/9,12,1,11,4,8,8.0,4.2,12.2,62,4.0,,10.6,6.6
2015/4/10,24,2,22,12,12,8.4,6.3,11.5,76,4.2,12.0,0,8.4
2015/4/11,20,2,18,10,10,11.6,8.5,15.5,88,4.1,5.0,0.1,12.0
2015/4/12,10,1,9,6,4,12.9,9.8,17.7,67,2.9,,7.5,9.7
2015/4/13,50,1,49,28,22,10.1,8.6,11.8,89,5.6,41.5,0,11.0
2015/4/14,24,2,22,17,7,12.3,9.7,13.9,95,2.5,17.5,0,13.7
2015/4/15,27,3,24,15,12,15.2,11.3,19.5,67,5.5,1.5,10,11.5
2015/4/16,29,4,25,13,16,16.2,10.1,21.6,58,3.4,,8.5,10.5
2015/4/17,26,1,25,10,16,17.5,11.1,23.7,65,5.3,0.0,10,13.0
2015/4/18,23,0,23,13,10,14.2,8.9,18.5,59,4.8,,11.6,9.5
2015/4/19,8,0,8,2,6,14.9,12.0,17.0,69,1.9,0.0,0,11.7
2015/4/20,31,3,28,18,13,18.7,15.6,21.1,91,6.0,13.5,0,19.6
2015/4/21,38,3,35,21,17,17.3,14.3,20.2,80,3.9,0.0,1.3,16.0
2015/4/22,22,2,20,16,6,16.0,13.1,21.1,66,2.5,1.5,6.1,11.9
2015/4/23,14,4,10,7,7,17.6,12.9,23.6,70,2.5,,11.4,13.7
2015/4/24,13,0,13,4,9,18.0,14.3,22.8,72,4.5,,9.7,14.7
2015/4/25,16,2,14,10,6,17.5,14.9,22.2,57,3.4,0.0,6.8,11.2
2015/4/26,8,0,8,5,3,17.9,13.5,23.6,57,3.2,0.0,12.3,11.4
2015/4/27,26,5,21,15,11,19.4,14.6,25.0,70,3.3,,12.4,15.4
2015/4/28,17,1,16,9,8,20.1,15.8,25.4,72,3.2,,10.4,16.5
2015/4/29,5,0,5,3,2,18.8,16.3,23.0,70,3.2,,5.7,15.0
2015/4/30,6,0,6,2,4,18.6,15.4,23.1,69,2.8,0.0,2.2,14.6
2015/5/1,9,2,7,6,3,19.8,15.3,26.3,68,2.7,,12.7,15.2
2015/5/2,5,0,5,3,2,20.7,15.9,26.8,71,2.1,,12.7,16.8
2015/5/3,3,0,3,2,1,20.7,17.5,25.9,68,2.9,,10.9,16.0
2015/5/4,2,1,1,1,1,20.7,18.1,25.0,77,5.6,0.0,5.9,18.7
2015/5/5,7,2,5,2,5,18.3,15.0,21.0,48,4.2,,6.5,10.2
2015/5/6,3,1,2,0,3,18.2,13.2,23.8,55,3.3,,9.8,11.5
2015/5/7,9,1,8,5,4,19.3,16.6,23.9,69,2.4,0.0,6,15.2
2015/5/8,4,1,3,2,2,20.1,17.2,25.6,70,3.0,,12.1,16.1
2015/5/9,4,1,3,2,2,18.6,16.8,21.0,79,2.5,0.0,0,17.0
2015/5/10,1,1,0,1,0,19.5,15.1,25.9,55,3.4,3.0,10.2,12.2
2015/5/11,2,1,1,0,2,16.8,13.5,22.0,43,4.1,,12.8,8.1
2015/5/12,2,0,2,0,2,19.2,16.2,21.5,80,7.3,31.0,0.7,18.1
2015/5/13,2,1,1,2,0,22.3,18.4,27.1,53,6.0,0.0,12.1,13.8
2015/5/14,3,1,2,1,2,22.7,19.1,27.0,49,4.7,,10,13.4
2015/5/15,1,0,1,0,1,22.5,19.5,26.8,65,3.9,,8.8,17.4
2015/5/16,2,0,2,2,0,20.9,19.3,23.1,87,2.8,8.5,0,21.3
2015/5/17,1,0,1,1,0,21.6,18.9,26.9,70,3.3,0.0,10.5,17.7
2015/5/18,3,0,3,2,1,21.2,17.7,26.1,79,3.3,1.0,4.4,19.6
2015/5/19,1,0,1,0,1,20.0,16.4,24.0,89,3.4,5.0,0.2,20.7
2015/5/20,4,3,1,3,1,21.7,19.0,26.1,78,2.8,0.0,8.5,19.9
2015/5/21,1,0,1,1,0,19.3,13.4,25.5,61,4.4,10.0,10.6,13.1
2015/5/22,5,2,3,2,3,20.0,16.2,24.1,65,4.3,,10,15.0
2015/5/23,0,0,0,0,0,20.8,17.3,25.8,64,3.6,,9.9,15.5
2015/5/24,0,0,0,0,0,20.7,18.6,24.4,64,3.0,0.0,2.3,15.3
2015/5/25,2,2,0,1,1,21.4,17.8,26.0,70,2.9,,6.7,17.7
2015/5/26,0,0,0,0,0,22.3,18.2,28.2,64,2.7,,13.1,16.7
2015/5/27,2,0,2,2,0,23.4,18.7,28.9,67,2.4,,12.8,18.7
2015/5/28,3,1,2,2,1,22.1,18.6,26.8,71,2.7,0.0,7.6,18.8
2015/5/29,0,0,0,0,0,20.8,18.9,22.6,83,4.0,11.0,0,20.3
2015/5/30,0,0,0,0,0,23.2,19.1,28.4,70,4.6,,12.1,19.6
2015/5/31,0,0,0,0,0,25.1,21.7,30.3,65,2.4,,10,20.4
2015/6/1,2,0,2,2,0,23.1,20.7,28.0,60,3.6,,12.2,16.8
2015/6/2,1,0,1,1,0,22.9,19.7,27.7,71,4.4,,8.6,19.5
2015/6/3,0,0,0,0,0,21.2,20.3,22.4,91,3.2,19.0,0,22.8
2015/6/4,0,0,0,0,0,22.6,18.9,29.1,45,4.3,,11,12.3
2015/6/5,0,0,0,0,0,19.1,14.7,21.8,67,2.4,17.5,2,14.5
2015/6/6,0,0,0,0,0,18.1,13.9,22.9,80,3.6,23.0,3.4,16.5
2015/6/7,0,0,0,0,0,20.7,17.7,24.9,70,2.7,,7.6,16.7
2015/6/8,0,0,0,0,0,20.7,18.1,24.4,74,3.1,0.5,3.8,17.8
2015/6/9,0,0,0,0,0,19.5,17.6,21.4,91,2.5,29.5,0,20.7
2015/6/10,0,0,0,0,0,22.6,18.6,27.0,72,2.4,,6.9,19.5
2015/6/11,0,0,0,0,0,22.5,20.0,26.0,78,2.5,0.0,2.8,21.1
2015/6/12,0,0,0,0,0,21.4,18.9,24.8,88,1.9,11.0,0.1,22.3
2015/6/13,0,0,0,0,0,23.4,21.3,28.3,83,2.3,0.0,3.8,23.8
2015/6/14,2,1,1,2,0,22.0,20.4,24.5,84,2.8,0.0,0.6,22.0
2015/6/15,4,1,3,3,1,23.9,19.9,29.2,74,2.5,,12.6,21.5
2015/6/16,1,0,1,1,0,22.6,20.6,25.4,81,1.9,0.0,0.3,22.2
2015/6/17,1,1,0,0,1,22.0,20.2,26.4,85,2.1,9.5,2.1,22.2
2015/6/18,1,0,1,1,0,21.2,18.8,24.2,85,2.7,10.0,0.1,21.4
2015/6/19,3,2,1,3,0,19.0,17.8,21.1,92,3.0,11.5,0,20.3
2015/6/20,0,0,0,0,0,21.4,17.7,26.9,73,3.6,0.0,11.9,18.3
2015/6/21,1,1,0,0,1,20.7,19.2,23.2,85,2.2,1.5,0.1,20.8
2015/6/22,4,4,0,2,2,22.2,19.0,26.8,79,2.6,,4.8,20.8
2015/6/23,3,2,1,2,1,23.4,20.0,28.0,77,3.0,0.5,7.5,22.0
2015/6/24,1,1,0,0,1,23.7,19.6,29.3,73,2.4,,13.2,20.9
2015/6/25,1,1,0,1,0,24.4,21.4,28.5,75,2.4,,9.7,22.7
2015/6/26,0,0,0,0,0,22.5,20.8,25.1,86,2.1,7.0,0,23.4
2015/6/27,0,0,0,0,0,22.8,20.7,25.5,91,2.1,2.0,0.1,25.2
2015/6/28,1,0,1,0,1,23.1,18.8,29.2,76,3.3,2.0,8.7,21.1
2015/6/29,2,1,1,2,0,21.1,18.0,26.7,75,3.2,,6.3,18.5
2015/6/30,0,0,0,0,0,22.1,19.8,26.0,79,2.6,1.0,2.9,20.8
2015/7/1,2,0,2,0,2,21.9,19.2,26.4,94,3.3,17.0,0,24.8
2015/7/2,0,0,0,0,0,22.6,21.4,24.9,88,2.7,7.0,1.5,24.2
2015/7/3,0,0,0,0,0,22.1,20.3,24.4,94,2.9,103.0,0.1,24.9
2015/7/4,1,1,0,1,0,22.4,20.9,25.5,92,2.4,5.0,0.1,24.8
2015/7/5,0,0,0,0,0,20.2,19.0,21.6,94,1.7,21.5,0,22.3
2015/7/6,0,0,0,0,0,19.9,19.4,20.4,97,1.6,34.0,0,22.5
2015/7/7,0,0,0,0,0,21.2,19.5,23.6,92,1.5,2.5,0,23.1
2015/7/8,0,0,0,0,0,22.4,20.0,25.4,93,1.5,41.5,0,25.2
2015/7/9,0,0,0,0,0,19.9,19.2,20.8,96,2.2,22.5,0,22.3
2015/7/10,0,0,0,0,0,23.1,18.6,28.2,80,2.3,0.5,12.2,22.2
2015/7/11,0,0,0,0,0,25.3,21.4,30.4,80,3.0,,12.3,25.4
2015/7/12,0,0,0,0,0,27.0,23.0,31.7,75,3.4,,12.7,26.3
2015/7/13,2,2,0,0,2,28.5,25.0,32.7,73,6.3,,12,28.3
2015/7/14,1,0,1,0,1,28.7,26.2,32.4,69,7.5,,13.7,27.0
2015/7/15,2,2,0,0,2,27.6,24.6,32.0,72,4.8,0.5,11.9,26.3
2015/7/16,0,0,0,0,0,26.5,22.8,29.2,88,5.5,53.5,0.6,30.3
2015/7/17,1,0,1,1,0,26.5,23.0,29.7,86,6.2,11.5,3.8,29.6
2015/7/18,0,0,0,0,0,26.9,25.6,30.3,81,6.3,0.0,4.1,28.8
2015/7/19,0,0,0,0,0,28.4,25.5,33.1,73,5.5,0.0,8.5,28.1
2015/7/20,0,0,0,0,0,29.0,26.0,33.0,70,3.3,0.0,10,27.9
2015/7/21,1,1,0,1,0,28.6,25.5,33.1,67,4.7,,13.4,26.0
2015/7/22,2,2,0,0,2,27.9,25.3,31.2,68,6.8,,13.6,25.3
2015/7/23,0,0,0,0,0,26.2,24.6,28.4,82,5.3,5.0,0.6,27.9
2015/7/24,1,0,1,0,1,28.1,24.6,33.4,78,2.0,0.5,6.2,29.5
2015/7/25,1,0,1,1,0,28.8,25.3,33.6,76,2.3,,10.7,29.6
2015/7/26,0,0,0,0,0,30.0,26.1,35.3,72,2.2,,12.2,30.3
2015/7/27,0,0,0,0,0,29.9,26.5,33.6,70,3.3,,12.9,29.3
2015/7/28,0,0,0,0,0,29.3,26.4,33.1,74,2.3,0.0,7.1,29.7
2015/7/29,2,2,0,1,1,29.1,26.7,33.4,74,2.5,0.0,5.1,29.8
2015/7/30,0,0,0,0,0,29.0,26.2,34.0,75,2.3,,7.6,29.9
2015/7/31,0,0,0,0,0,29.4,26.5,34.6,76,2.7,,11.9,30.6
2015/8/1,0,0,0,0,0,29.9,26.9,34.4,79,3.3,,9.8,33.1
2015/8/2,0,0,0,0,0,29.9,26.7,34.3,75,3.1,,12.4,31.4
2015/8/3,0,0,0,0,0,29.6,26.6,34.0,75,3.5,,11.6,30.8
2015/8/4,0,0,0,0,0,29.6,26.6,33.9,72,3.8,,11.2,29.7
2015/8/5,0,0,0,0,0,29.7,26.5,34.2,73,4.7,,13.3,30.0
2015/8/6,2,2,0,1,1,29.7,26.8,33.7,73,3.8,,12.5,30.3
2015/8/7,0,0,0,0,0,30.8,27.1,35.8,68,2.1,,9.2,29.8
2015/8/8,0,0,0,0,0,28.1,25.8,31.5,74,3.6,,6.7,27.9
2015/8/9,0,0,0,0,0,28.2,25.4,32.6,70,3.1,0.0,7.7,26.5
2015/8/10,1,0,1,1,0,28.4,25.4,32.2,79,3.3,3.5,6.1,30.3
2015/8/11,2,2,0,1,1,29.4,26.1,34.4,73,3.3,,8.7,29.7
2015/8/12,0,0,0,0,0,29.0,27.1,33.5,75,2.8,,6.1,29.8
2015/8/13,4,3,1,3,1,27.5,25.3,30.2,82,3.1,3.0,1.7,30.2
2015/8/14,0,0,0,0,0,28.3,25.5,33.3,79,2.9,0.0,8.3,30.0
2015/8/15,0,0,0,0,0,28.0,24.8,32.8,75,3.0,0.0,9.8,28.0
2015/8/16,0,0,0,0,0,28.0,25.5,31.8,79,2.6,22.5,8.5,29.7
2015/8/17,1,0,1,1,0,26.1,23.3,28.4,92,4.0,44.0,0,31.2
2015/8/18,0,0,0,0,0,27.4,26.1,29.9,81,4.7,0.0,2.3,29.5
2015/8/19,0,0,0,0,0,27.5,26.3,30.4,74,2.8,0.0,3.3,27.2
2015/8/20,0,0,0,0,0,26.1,25.1,27.4,87,2.0,0.5,0,29.4
2015/8/21,1,1,0,0,1,27.2,25.4,30.6,81,2.6,0.0,3.4,29.1
2015/8/22,0,0,0,0,0,28.9,26.4,32.4,76,3.8,,10.8,30.1
2015/8/23,0,0,0,0,0,27.1,24.3,31.3,76,3.3,0.0,7.4,27.1
2015/8/24,0,0,0,0,0,24.4,22.1,27.5,69,4.3,0.0,0.8,21.3
2015/8/25,0,0,0,0,0,21.7,18.5,22.8,72,3.2,3.0,0,18.6
2015/8/26,0,0,0,0,0,19.7,17.7,21.2,95,4.6,33.5,0,21.7
2015/8/27,1,1,0,0,1,23.7,20.9,28.0,80,3.3,,5.1,23.4
2015/8/28,0,0,0,0,0,22.0,20.1,23.7,84,4.0,0.0,0,22.2
2015/8/29,1,1,0,1,0,20.6,19.5,22.0,93,4.4,1.0,0,22.5
2015/8/30,0,0,0,0,0,21.6,20.7,22.8,93,2.1,4.5,0.1,24.0
2015/8/31,1,0,1,0,1,22.4,21.1,24.2,92,2.1,2.5,0,24.9
2015/9/1,1,1,0,0,1,24.0,22.4,26.0,92,2.1,7.0,0.2,27.5
2015/9/2,0,0,0,0,0,27.0,24.7,30.4,83,5.7,13.5,5.8,29.6
2015/9/3,0,0,0,0,0,25.9,23.9,29.8,76,3.2,1.0,4.6,25.5
2015/9/4,0,0,0,0,0,25.8,22.5,29.8,79,3.3,14.5,7.1,25.8
2015/9/5,0,0,0,0,0,25.6,23.2,29.4,72,3.1,,5.4,23.3
2015/9/6,0,0,0,0,0,24.5,22.9,28.3,86,2.3,32.0,0.4,26.5
2015/9/7,0,0,0,0,0,23.7,21.5,27.1,92,2.8,22.0,0.1,27.0
2015/9/8,0,0,0,0,0,20.3,18.9,21.6,98,4.2,77.0,0,23.3
2015/9/9,1,1,0,1,0,22.4,18.9,25.8,97,4.0,142.0,0,26.5
2015/9/10,0,0,0,0,0,21.9,20.5,22.9,96,2.3,33.5,0,25.3
2015/9/11,1,1,0,0,1,24.0,20.4,28.2,79,2.6,,9.2,23.3
2015/9/12,0,0,0,0,0,25.1,21.6,29.6,75,3.0,0.0,10.5,23.8
2015/9/13,0,0,0,0,0,24.5,22.9,27.6,80,4.6,0.0,3,24.6
2015/9/14,0,0,0,0,0,23.2,21.0,27.2,71,3.3,,4.7,19.9
2015/9/15,0,0,0,0,0,22.7,20.3,26.5,69,3.3,,8.2,19.0
2015/9/16,0,0,0,0,0,21.7,18.5,24.3,71,2.6,7.0,0.7,18.3
2015/9/17,0,0,0,0,0,18.0,16.4,18.9,97,4.6,61.0,0,20.0
2015/9/18,0,0,0,0,0,21.0,18.3,24.3,94,2.2,27.5,1,23.5
2015/9/19,0,0,0,0,0,23.8,20.8,28.0,77,2.4,,9.4,22.5
2015/9/20,0,0,0,0,0,23.6,21.3,27.0,61,3.7,,7.8,17.7
2015/9/21,0,0,0,0,0,23.1,20.3,26.7,71,2.5,,6,19.7
2015/9/22,0,0,0,0,0,23.1,20.7,27.2,66,2.4,,8.6,18.5
2015/9/23,0,0,0,0,0,22.8,19.6,27.1,64,2.4,,8.3,17.5
2015/9/24,1,1,0,1,0,20.9,19.1,23.8,81,2.6,1.5,0.4,20.1
2015/9/25,0,0,0,0,0,18.0,16.5,19.3,98,5.6,41.5,0,20.2
2015/9/26,0,0,0,0,0,20.5,17.6,24.2,91,2.9,2.0,0.3,21.8
2015/9/27,0,0,0,0,0,21.8,20.8,24.2,89,2.0,0.0,0.2,23.2
2015/9/28,0,0,0,0,0,23.5,20.6,28.4,75,2.9,,9.8,21.3
2015/9/29,0,0,0,0,0,23.1,20.7,26.1,45,3.2,,4.1,12.7
2015/9/30,0,0,0,0,0,21.3,18.3,25.5,46,4.9,,9.6,11.3
2015/10/1,0,0,0,0,0,20.2,16.4,23.2,76,4.2,5.0,1.5,18.3
2015/10/2,3,3,0,2,1,23.8,20.5,27.0,76,4.5,20.0,1.2,22.2
2015/10/3,0,0,0,0,0,22.2,18.9,25.9,67,2.5,,10.1,18.0
2015/10/4,2,2,0,0,2,21.7,17.8,26.5,69,3.3,0.5,9,17.7
2015/10/5,0,0,0,0,0,18.3,17.0,19.7,54,2.5,0.5,0.1,11.4
2015/10/6,1,1,0,0,1,18.4,15.3,22.5,61,3.4,,8,12.7
2015/10/7,0,0,0,0,0,18.0,14.8,22.1,52,5.3,,11,10.4
2015/10/8,0,0,0,0,0,20.0,14.2,25.0,39,3.6,,11.3,9.1
2015/10/9,1,1,0,0,1,20.4,14.9,25.2,55,3.0,,10.2,13.1
2015/10/10,1,0,1,1,0,18.5,16.0,20.3,75,2.9,2.5,0.8,16.0
2015/10/11,1,1,0,1,0,20.0,17.5,22.1,79,4.3,7.5,0,18.3
2015/10/12,0,0,0,0,0,19.9,16.4,24.6,64,3.0,,10,14.6
2015/10/13,2,2,0,0,2,19.7,15.6,23.9,59,2.6,,10.7,13.2
2015/10/14,0,0,0,0,0,19.3,17.0,22.2,51,2.7,,8.6,11.3
2015/10/15,2,1,1,0,2,19.1,15.3,23.1,61,2.9,0.0,8.2,13.6
2015/10/16,2,1,1,0,2,15.8,15.2,19.4,96,5.1,12.0,0,17.2
2015/10/17,0,0,0,0,0,17.8,15.7,20.6,91,4.0,2.5,0.4,18.5
2015/10/18,1,0,1,0,1,19.4,17.4,23.2,79,2.2,0.0,4.9,17.6
2015/10/19,2,2,0,0,2,19.6,16.1,24.3,70,2.9,,10.3,15.6
2015/10/20,0,0,0,0,0,19.1,16.5,22.9,78,2.0,,5,17.2
2015/10/21,3,3,0,1,2,18.0,16.2,20.8,72,2.5,,5.4,14.8
2015/10/22,1,1,0,0,1,17.9,14.4,22.8,75,2.7,,8.2,15.3
2015/10/23,0,0,0,0,0,18.5,16.5,21.8,72,2.6,,2.8,15.3
2015/10/24,1,1,0,1,0,19.6,15.7,24.1,75,2.9,,8.7,16.8
2015/10/25,2,2,0,1,1,16.5,13.4,20.5,35,7.1,,10.4,6.6
2015/10/26,2,1,1,0,2,15.7,12.1,19.3,50,3.0,,8.3,9.0
2015/10/27,2,2,0,1,1,18.7,12.3,23.9,69,4.2,0.0,8.8,15.1
2015/10/28,1,1,0,0,1,20.9,18.4,26.2,72,2.8,1.5,9.5,17.5
2015/10/29,0,0,0,0,0,17.5,16.2,20.9,71,2.7,2.0,2.6,14.3
2015/10/30,1,1,0,1,0,17.8,15.6,20.9,62,2.3,0.0,6,12.6
2015/10/31,2,2,0,1,1,14.9,13.0,16.5,65,2.7,0.0,0,11.0
2015/11/1,1,1,0,1,0,14.2,11.3,17.1,59,2.2,,7.8,9.5
2015/11/2,3,3,0,3,0,13.3,10.0,16.2,89,4.0,30.0,0,13.5
2015/11/3,0,0,0,0,0,16.9,13.1,21.9,62,3.6,,8.7,11.4
